Name: STRATO3, HW Version: 1.0, SW Version: 1.2, SN: 1001003000152
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;05:18:17;14:09:57;16.06.2022;Y;09;52 15.14386 N;008 34.06788 E;0.049;0.0;;147.5;32.625;24.750;40.733;1008.210;9.0;66673
$;05:18:19;14:09:59;16.06.2022;Y;09;52 15.14386 N;008 34.06787 E;0.060;0.1;;147.4;32.625;24.750;40.825;1008.289;9.0;66673
$;05:18:21;14:10:01;16.06.2022;Y;09;52 15.14387 N;008 34.06787 E;0.060;0.1;;147.4;32.500;24.625;40.840;1008.280;9.0;66673
$;05:18:23;14:10:03;16.06.2022;Y;09;52 15.14391 N;008 34.06787 E;0.095;0.1;;147.2;32.500;24.750;40.871;1008.320;9.0;66673
$;05:18:25;14:10:05;16.06.2022;Y;08;52 15.14390 N;008 34.06789 E;0.012;0.0;;147.1;32.625;24.625;40.848;1008.369;9.0;66673
$;05:18:27;14:10:07;16.06.2022;Y;08;52 15.14392 N;008 34.06794 E;0.048;0.0;;147.1;32.625;24.625;40.817;1008.200;9.0;66673
$;05:18:29;14:10:09;16.06.2022;Y;08;52 15.14388 N;008 34.06800 E;0.051;0.0;;147.0;32.500;24.750;40.749;1008.250;9.0;66673
$;05:18:31;14:10:11;16.06.2022;Y;08;52 15.14382 N;008 34.06804 E;0.005;0.0;;147.1;32.250;24.625;40.695;1008.299;9.0;66673
$;05:18:33;14:10:13;16.06.2022;Y;08;52 15.14377 N;008 34.06807 E;0.009;0.0;;147.1;32.625;24.625;40.642;1008.270;9.0;66673
$;05:18:35;14:10:15;16.06.2022;Y;08;52 15.14372 N;008 34.06817 E;0.055;0.1;;147.3;32.375;24.750;40.588;1008.239;9.0;66673
$;05:18:37;14:10:17;16.06.2022;Y;09;52 15.14365 N;008 34.06823 E;0.034;0.0;;147.5;32.500;24.750;40.558;1008.270;9.0;66673
$;05:18:39;14:10:19;16.06.2022;Y;09;52 15.14367 N;008 34.06828 E;0.052;0.0;;147.5;32.500;24.750;40.520;1008.330;9.0;66673
$;05:18:41;14:10:21;16.06.2022;Y;09;52 15.14372 N;008 34.06834 E;0.019;0.0;;147.5;32.250;24.625;40.627;1008.289;9.0;66673
$;05:18:43;14:10:23;16.06.2022;Y;09;52 15.14373 N;008 34.06842 E;0.013;0.0;;147.4;32.375;24.750;40.772;1008.299;9.0;66673
$;05:18:45;14:10:25;16.06.2022;Y;09;52 15.14380 N;008 34.06847 E;0.088;0.1;;147.3;32.500;24.625;40.894;1008.190;9.0;66673
$;05:18:47;14:10:27;16.06.2022;Y;09;52 15.14384 N;008 34.06851 E;0.042;0.0;;147.2;32.500;24.875;41.84;1008.250;9.0;66673
$;05:18:49;14:10:29;16.06.2022;Y;09;52 15.14388 N;008 34.06851 E;0.043;0.0;;147.2;32.375;24.750;41.298;1008.239;9.0;66673
$;05:18:51;14:10:31;16.06.2022;Y;09;52 15.14390 N;008 34.06857 E;0.034;0.0;;147.2;32.625;24.750;41.512;1008.109;9.0;66673
$;05:18:53;14:10:33;16.06.2022;Y;09;52 15.14384 N;008 34.06855 E;0.228;0.4;;147.3;32.250;24.625;43.983;1008.159;9.0;66673
$;05:18:55;14:10:35;16.06.2022;Y;09;52 15.14380 N;008 34.06849 E;0.234;0.4;;148.1;32.625;24.875;43.671;1008.10;9.0;66673
$;05:18:57;14:10:37;16.06.2022;Y;09;52 15.14358 N;008 34.06828 E;0.264;0.4;;148.8;32.375;24.875;42.30;1008.260;9.0;66673
$;05:18:59;14:10:39;16.06.2022;Y;09;52 15.14340 N;008 34.06800 E;0.667;1.2;151.38;148.7;32.375;25.250;40.787;1008.140;9.0;66673
$;05:19:01;14:10:41;16.06.2022;Y;09;52 15.14344 N;008 34.06821 E;0.330;0.6;;148.6;32.625;25.250;40.779;1008.49;9.0;66673
$;05:19:03;14:10:43;16.06.2022;Y;09;52 15.14334 N;008 34.06816 E;0.127;0.2;;148.6;32.375;25.625;40.375;1008.99;9.0;66673
$;05:19:05;14:10:45;16.06.2022;Y;09;52 15.14339 N;008 34.06783 E;0.919;1.7;241.03;148.5;32.250;25.625;38.788;1008.260;9.0;66673
$;05:19:07;14:10:47;16.06.2022;Y;09;52 15.14347 N;008 34.06750 E;0.459;0.8;;148.3;32.500;25.500;37.331;1008.179;9.0;66673
$;05:19:09;14:10:49;16.06.2022;Y;09;52 15.14340 N;008 34.06722 E;0.349;0.6;;148.7;32.625;25.500;36.285;1008.219;9.0;66673
$;05:19:11;14:10:51;16.06.2022;Y;09;52 15.14343 N;008 34.06712 E;0.273;0.5;;148.8;32.375;25.375;35.843;1008.109;9.0;66673
$;05:19:13;14:10:53;16.06.2022;Y;09;52 15.14335 N;008 34.06723 E;0.376;0.6;;148.8;32.250;25.500;34.744;1008.70;9.0;66673
$;05:19:15;14:10:55;16.06.2022;Y;09;52 15.14343 N;008 34.06732 E;0.607;1.1;43.58;148.7;32.375;25.375;37.33;1008.70;9.0;66673
$;05:19:17;14:10:57;16.06.2022;Y;09;52 15.14344 N;008 34.06723 E;0.193;0.3;;149.6;32.500;25.500;37.346;1008.140;9.0;66673
$;05:19:19;14:10:59;16.06.2022;Y;09;52 15.14348 N;008 34.06713 E;0.121;0.2;;149.5;32.375;25.625;38.246;1008.80;9.0;66673
$;05:19:21;14:11:01;16.06.2022;Y;09;52 15.14336 N;008 34.06712 E;0.551;1.0;104.87;149.9;32.500;25.500;37.827;1008.10;9.0;66673
$;05:19:23;14:11:03;16.06.2022;Y;09;52 15.14322 N;008 34.06706 E;0.052;0.0;;150.1;32.250;25.500;37.285;1008.90;9.0;66673
$;05:19:25;14:11:05;16.06.2022;Y;09;52 15.14315 N;008 34.06703 E;0.072;0.1;;150.4;32.375;25.375;37.254;1008.49;9.0;66673
$;05:19:27;14:11:07;16.06.2022;Y;09;52 15.14312 N;008 34.06701 E;0.054;0.1;;150.6;32.250;25.500;37.621;1008.0;9.0;66673
$;05:19:29;14:11:09;16.06.2022;Y;09;52 15.14306 N;008 34.06703 E;0.100;0.1;;150.8;32.375;25.500;38.178;1007.960;9.0;66673
$;05:19:31;14:11:11;16.06.2022;Y;09;52 15.14303 N;008 34.06706 E;0.009;0.0;;150.8;32.375;25.375;37.895;1008.49;9.0;66673
$;05:19:33;14:11:13;16.06.2022;Y;09;52 15.14304 N;008 34.06729 E;0.130;0.2;;150.6;32.375;25.625;36.957;1008.140;9.0;66673
$;05:19:35;14:11:15;16.06.2022;Y;09;52 15.14323 N;008 34.06752 E;0.145;0.2;;149.5;32.500;25.375;37.842;1008.59;9.0;66673
$;05:19:37;14:11:17;16.06.2022;Y;09;52 15.14331 N;008 34.06753 E;0.001;0.0;;149.1;32.500;25.375;38.574;1008.90;9.0;66673
$;05:19:39;14:11:19;16.06.2022;Y;09;52 15.14319 N;008 34.06758 E;0.019;0.0;;149.1;32.250;25.250;38.55;1008.10;9.0;66673
$;05:19:41;14:11:21;16.06.2022;Y;09;52 15.14319 N;008 34.06766 E;0.106;0.1;;148.7;32.500;25.125;37.590;1007.940;9.0;66673
$;05:19:43;14:11:23;16.06.2022;Y;09;52 15.14335 N;008 34.06768 E;0.739;1.3;54.81;147.9;32.500;25.250;67.909;1008.80;9.0;66673
$;05:19:45;14:11:25;16.06.2022;Y;09;52 15.14382 N;008 34.06784 E;0.655;1.2;12.33;147.7;32.375;25.375;39.291;1008.119;9.0;66673
$;05:19:47;14:11:27;16.06.2022;Y;09;52 15.14413 N;008 34.06778 E;0.332;0.6;;147.8;32.250;25.375;39.459;1008.169;9.0;66673
$;05:19:49;14:11:29;16.06.2022;Y;09;52 15.14408 N;008 34.06794 E;0.233;0.4;;148.0;32.500;25.250;56.358;1007.750;9.0;66673
$;05:19:51;14:11:31;16.06.2022;Y;09;52 15.14398 N;008 34.06791 E;0.194;0.3;;147.7;32.625;25.500;39.406;1008.130;9.0;66673
$;05:19:53;14:11:33;16.06.2022;Y;09;52 15.14391 N;008 34.06798 E;0.027;0.0;;147.5;32.500;25.375;43.45;1007.950;9.0;66673
$;05:19:55;14:11:35;16.06.2022;Y;09;52 15.14385 N;008 34.06796 E;0.132;0.2;;147.5;32.500;25.250;40.306;1008.99;9.0;66673
$;05:19:57;14:11:37;16.06.2022;Y;09;52 15.14387 N;008 34.06805 E;0.263;0.4;;148.2;32.375;25.375;55.161;1008.39;9.0;66673
$;05:19:59;14:11:39;16.06.2022;Y;09;52 15.14379 N;008 34.06810 E;0.061;0.1;;148.4;32.500;25.750;39.894;1008.140;9.0;66673
$;05:20:01;14:11:41;16.06.2022;Y;09;52 15.14366 N;008 34.06795 E;0.082;0.1;;148.3;32.625;25.750;40.443;1008.10;9.0;66673
$;05:20:03;14:11:43;16.06.2022;Y;09;52 15.14356 N;008 34.06770 E;0.215;0.3;;148.6;32.500;25.750;39.558;1008.159;9.0;66673
$;05:20:05;14:11:45;16.06.2022;Y;09;52 15.14358 N;008 34.06745 E;0.040;0.0;;148.4;32.500;25.750;40.688;1008.109;9.0;66673
$;05:20:07;14:11:47;16.06.2022;Y;09;52 15.14346 N;008 34.06715 E;0.323;0.5;;148.5;32.375;26.125;39.360;1008.10;9.0;66673
$;05:20:09;14:11:49;16.06.2022;Y;09;52 15.14372 N;008 34.06720 E;1.399;2.5;331.56;148.4;32.375;25.750;36.774;1008.49;9.0;66673
$;05:20:11;14:11:51;16.06.2022;Y;09;52 15.14468 N;008 34.06741 E;1.808;3.3;357.30;148.4;32.500;25.625;36.362;1008.0;9.0;66673
$;05:20:13;14:11:53;16.06.2022;Y;09;52 15.14549 N;008 34.06767 E;1.756;3.2;9.78;148.4;32.375;25.625;36.476;1008.70;9.0;66673
$;05:20:15;14:11:55;16.06.2022;Y;09;52 15.14641 N;008 34.06765 E;1.019;1.8;359.25;149.2;32.250;25.500;36.407;1008.99;9.0;66673
$;05:20:17;14:11:57;16.06.2022;Y;09;52 15.14659 N;008 34.06764 E;0.064;0.1;;148.9;32.375;25.500;36.926;1008.150;9.0;66673
$;05:20:19;14:11:59;16.06.2022;Y;09;52 15.14664 N;008 34.06759 E;1.181;2.1;356.61;149.0;32.500;25.500;36.766;1008.210;9.0;66673
$;05:20:21;14:12:01;16.06.2022;Y;09;52 15.14746 N;008 34.06785 E;2.469;4.5;3.81;149.0;32.375;25.500;37.33;1008.49;9.0;66673
$;05:20:23;14:12:03;16.06.2022;Y;09;52 15.14858 N;008 34.06832 E;2.269;4.2;11.09;149.2;32.375;25.625;37.399;1008.130;9.0;66673
$;05:20:25;14:12:05;16.06.2022;Y;09;52 15.14985 N;008 34.06884 E;2.038;3.7;12.79;148.9;32.500;25.500;37.888;1008.59;9.0;66673
$;05:20:27;14:12:07;16.06.2022;Y;09;52 15.15092 N;008 34.06922 E;1.587;2.9;10.57;149.4;32.750;25.625;37.819;1008.90;9.0;66673
$;05:20:29;14:12:09;16.06.2022;Y;09;52 15.15185 N;008 34.06931 E;1.356;2.5;12.63;149.3;32.750;25.625;37.25;1008.150;9.0;66673
$;05:20:31;14:12:11;16.06.2022;Y;09;52 15.15282 N;008 34.06980 E;2.312;4.2;10.61;149.3;32.375;25.875;37.605;1008.59;9.0;66673
$;05:20:33;14:12:13;16.06.2022;Y;09;52 15.15394 N;008 34.07014 E;2.264;4.1;4.41;150.0;32.500;25.875;36.804;1008.49;9.0;66673
$;05:20:35;14:12:15;16.06.2022;Y;09;52 15.15509 N;008 34.07035 E;2.478;4.5;12.33;149.7;32.375;25.875;37.308;1008.20;9.0;66673
$;05:20:37;14:12:17;16.06.2022;Y;09;52 15.15617 N;008 34.07085 E;1.819;3.3;10.97;149.6;32.375;26.0;37.720;1008.30;9.0;66673
$;05:20:39;14:12:19;16.06.2022;Y;09;52 15.15726 N;008 34.07116 E;1.633;3.0;9.11;149.5;32.375;26.0;37.437;1007.919;9.0;66673
$;05:20:41;14:12:21;16.06.2022;Y;09;52 15.15820 N;008 34.07161 E;2.817;5.2;11.26;149.5;32.375;26.125;37.918;1008.20;9.0;66673
$;05:20:43;14:12:23;16.06.2022;Y;09;52 15.15881 N;008 34.07193 E;0.472;0.8;;149.5;32.375;26.250;39.330;1008.169;9.0;66673
$;05:20:45;14:12:25;16.06.2022;Y;09;52 15.15897 N;008 34.07103 E;0.990;1.8;264.66;150.3;32.500;26.375;41.573;1008.30;9.0;66673
$;05:20:47;14:12:27;16.06.2022;Y;09;52 15.15854 N;008 34.06979 E;1.313;2.4;230.45;151.6;32.625;26.375;41.626;1008.0;9.0;66673
$;05:20:49;14:12:29;16.06.2022;Y;09;52 15.15828 N;008 34.06955 E;0.395;0.7;;151.4;32.375;26.500;40.970;1008.49;9.0;66673
$;05:20:51;14:12:31;16.06.2022;Y;09;52 15.15906 N;008 34.06912 E;2.024;3.7;306.92;151.6;32.750;26.250;40.337;1008.0;9.0;66673
$;05:20:53;14:12:33;16.06.2022;Y;09;52 15.16013 N;008 34.06843 E;1.842;3.4;330.06;151.3;32.750;26.375;40.512;1007.979;9.0;66673
$;05:20:55;14:12:35;16.06.2022;Y;09;52 15.16071 N;008 34.06803 E;0.751;1.3;328.22;151.0;32.500;26.500;41.344;1007.969;9.0;66673
$;05:20:57;14:12:37;16.06.2022;Y;09;52 15.16108 N;008 34.06794 E;1.083;2.0;338.51;150.5;32.500;26.500;41.328;1008.10;9.0;66673
$;05:20:59;14:12:39;16.06.2022;Y;09;52 15.16117 N;008 34.06727 E;0.769;1.4;312.56;150.7;32.750;26.500;43.976;1008.90;9.0;66673
$;05:21:01;14:12:41;16.06.2022;Y;09;52 15.16159 N;008 34.06671 E;0.769;1.4;;150.7;32.625;26.625;44.472;1008.20;9.0;66673
$;05:21:03;14:12:43;16.06.2022;Y;09;52 15.16237 N;008 34.06614 E;1.465;2.7;329.44;149.6;32.500;26.750;45.113;1008.70;9.0;66673
$;05:21:05;14:12:45;16.06.2022;Y;09;52 15.16323 N;008 34.06521 E;1.498;2.7;322.15;148.8;32.625;26.875;46.173;1007.929;9.0;66673
$;05:21:07;14:12:47;16.06.2022;Y;09;52 15.16384 N;008 34.06468 E;1.087;2.0;327.34;148.1;32.625;26.750;43.327;1008.0;9.0;66673
$;05:21:09;14:12:49;16.06.2022;Y;09;52 15.16437 N;008 34.06356 E;1.876;3.4;318.35;147.6;32.375;26.750;43.205;1008.10;9.0;66673
$;05:21:11;14:12:51;16.06.2022;Y;09;52 15.16490 N;008 34.06269 E;1.152;2.1;;148.0;32.500;26.875;43.716;1007.979;9.0;66673
$;05:21:13;14:12:53;16.06.2022;Y;09;52 15.16552 N;008 34.06215 E;1.350;2.5;324.17;146.9;32.375;27.0;40.24;1007.989;9.0;66673
$;05:21:15;14:12:55;16.06.2022;Y;09;52 15.16598 N;008 34.06119 E;1.507;2.7;320.25;146.9;32.625;27.125;39.398;1008.30;9.0;66673
$;05:21:17;14:12:57;16.06.2022;Y;09;52 15.16635 N;008 34.06054 E;0.809;1.4;;147.0;32.500;27.250;40.31;1008.80;9.0;66673
$;05:21:19;14:12:59;16.06.2022;Y;09;52 15.16683 N;008 34.05997 E;1.438;2.6;318.82;146.5;32.500;27.250;37.575;1007.799;9.0;66673
$;05:21:21;14:13:01;16.06.2022;Y;09;52 15.16727 N;008 34.05856 E;0.475;0.8;;145.7;32.500;27.375;37.254;1007.950;9.0;66673
$;05:21:23;14:13:03;16.06.2022;Y;09;52 15.16745 N;008 34.05786 E;0.096;0.1;;146.7;32.625;27.500;34.462;1007.950;9.0;66673
$;05:21:25;14:13:05;16.06.2022;Y;09;52 15.16716 N;008 34.05782 E;0.164;0.3;;146.2;32.750;27.750;35.759;1008.190;9.0;66673
$;05:21:27;14:13:07;16.06.2022;Y;09;52 15.16710 N;008 34.05771 E;0.227;0.4;;146.3;32.625;28.125;32.166;1007.979;9.0;66673
$;05:21:29;14:13:09;16.06.2022;Y;09;52 15.16720 N;008 34.05762 E;0.230;0.4;;145.6;32.750;27.875;30.563;1008.119;9.0;66673
$;05:21:31;14:13:11;16.06.2022;Y;09;52 15.16744 N;008 34.05708 E;0.626;1.1;304.30;146.2;32.375;28.0;31.822;1008.159;9.0;66673
$;05:21:33;14:13:13;16.06.2022;Y;09;52 15.16738 N;008 34.05718 E;0.211;0.3;;146.0;32.500;28.250;31.639;1007.969;9.0;66673
$;05:21:35;14:13:15;16.06.2022;Y;09;52 15.16733 N;008 34.05723 E;0.609;1.1;330.89;145.2;32.625;28.375;32.387;1007.960;9.0;66673
$;05:21:37;14:13:17;16.06.2022;Y;09;52 15.16747 N;008 34.05716 E;0.265;0.4;;144.9;32.875;28.500;37.216;1008.0;9.0;66673
$;05:21:39;14:13:19;16.06.2022;Y;09;52 15.16729 N;008 34.05729 E;0.410;0.7;;144.7;32.500;28.375;34.27;1008.70;9.0;66673
$;05:21:41;14:13:21;16.06.2022;Y;09;52 15.16741 N;008 34.05716 E;0.467;0.8;;144.5;32.500;28.875;30.281;1008.59;9.0;66673
$;05:21:43;14:13:23;16.06.2022;Y;09;52 15.16725 N;008 34.05703 E;0.213;0.3;;144.4;32.500;28.625;29.358;1008.210;9.0;66673
$;05:21:45;14:13:25;16.06.2022;Y;09;52 15.16740 N;008 34.05710 E;0.219;0.4;;145.1;32.500;28.500;29.503;1008.70;9.0;66673
$;05:21:47;14:13:27;16.06.2022;Y;09;52 15.16736 N;008 34.05709 E;0.221;0.4;;145.0;32.625;28.125;51.353;1007.770;9.0;66673
$;05:21:49;14:13:29;16.06.2022;Y;09;52 15.16722 N;008 34.05715 E;0.414;0.7;;145.0;32.500;28.625;30.14;1008.49;9.0;66673
$;05:21:51;14:13:31;16.06.2022;Y;09;52 15.16716 N;008 34.05740 E;0.170;0.3;;144.4;32.625;28.625;30.556;1008.70;9.0;66673
$;05:21:53;14:13:33;16.06.2022;Y;09;52 15.16683 N;008 34.05744 E;0.084;0.1;;145.3;32.500;28.375;30.52;1007.919;9.0;66673
$;05:21:55;14:13:35;16.06.2022;Y;09;52 15.16682 N;008 34.05714 E;0.259;0.4;;144.8;32.625;28.500;32.425;1008.0;9.0;66673
$;05:21:57;14:13:37;16.06.2022;Y;09;52 15.16670 N;008 34.05695 E;0.450;0.8;;145.2;32.500;28.625;39.703;1008.99;9.0;66673
$;05:21:59;14:13:39;16.06.2022;Y;09;52 15.16669 N;008 34.05699 E;0.090;0.1;;145.4;32.625;28.875;43.854;1007.869;9.0;66673
$;05:22:01;14:13:41;16.06.2022;Y;09;52 15.16664 N;008 34.05707 E;0.423;0.7;;145.4;32.375;28.625;46.997;1007.960;9.0;66673
$;05:22:03;14:13:43;16.06.2022;Y;09;52 15.16661 N;008 34.05714 E;0.077;0.1;;145.3;32.625;28.750;44.464;1008.0;9.0;66673
$;05:22:05;14:13:45;16.06.2022;Y;09;52 15.16660 N;008 34.05731 E;0.238;0.4;;145.3;32.750;29.0;41.298;1008.30;9.0;66673
$;05:22:07;14:13:47;16.06.2022;Y;09;52 15.16682 N;008 34.05691 E;0.628;1.1;309.40;145.7;32.500;29.0;31.36;1007.960;9.0;66673
$;05:22:09;14:13:49;16.06.2022;Y;09;52 15.16719 N;008 34.05682 E;1.262;2.3;337.14;146.3;32.500;28.875;30.716;1007.989;9.0;66673
$;05:22:11;14:13:51;16.06.2022;Y;09;52 15.16859 N;008 34.05678 E;2.982;5.5;359.80;146.0;32.250;28.750;29.892;1007.859;9.0;66673
$;05:22:13;14:13:53;16.06.2022;Y;09;52 15.16969 N;008 34.05667 E;1.359;2.5;353.55;145.0;32.750;28.750;30.914;1007.919;9.0;66673
$;05:22:15;14:13:55;16.06.2022;Y;09;52 15.17054 N;008 34.05651 E;1.347;2.4;354.57;145.0;32.500;28.750;31.479;1007.940;9.0;66673
$;05:22:17;14:13:57;16.06.2022;Y;09;52 15.17129 N;008 34.05617 E;1.454;2.6;345.01;145.6;32.750;28.750;29.800;1007.960;9.0;66673
$;05:22:19;14:13:59;16.06.2022;Y;09;52 15.17221 N;008 34.05530 E;2.092;3.8;342.32;145.5;32.625;28.375;30.228;1008.59;9.0;66673
$;05:22:21;14:14:01;16.06.2022;Y;09;52 15.17333 N;008 34.05438 E;1.842;3.4;336.54;146.0;32.500;28.375;30.136;1007.989;9.0;66673
$;05:22:23;14:14:03;16.06.2022;Y;09;52 15.17423 N;008 34.05329 E;1.876;3.4;332.96;146.7;32.750;28.125;30.289;1007.900;9.0;66673
$;05:22:25;14:14:05;16.06.2022;Y;08;52 15.17511 N;008 34.05287 E;0.934;1.7;346.09;147.2;32.375;28.0;30.67;1008.30;9.0;66673
$;05:22:27;14:14:07;16.06.2022;Y;09;52 15.17603 N;008 34.05220 E;1.856;3.4;338.58;147.3;32.500;27.875;30.228;1008.90;9.0;66673
$;05:22:29;14:14:09;16.06.2022;Y;09;52 15.17711 N;008 34.05110 E;2.574;4.7;327.64;148.4;32.500;27.750;30.342;1007.919;9.0;66673
$;05:22:31;14:14:11;16.06.2022;Y;09;52 15.17815 N;008 34.04982 E;2.136;3.9;325.73;148.7;32.625;27.625;30.106;1007.979;9.0;66673
$;05:22:33;14:14:13;16.06.2022;Y;09;52 15.17916 N;008 34.04852 E;2.125;3.9;321.96;149.1;32.500;27.625;30.510;1008.70;9.0;66673
$;05:22:35;14:14:15;16.06.2022;Y;09;52 15.18028 N;008 34.04738 E;2.866;5.3;330.62;149.6;32.625;27.500;30.518;1007.919;9.0;66673
$;05:22:37;14:14:17;16.06.2022;Y;09;52 15.18132 N;008 34.04614 E;2.170;4.0;326.20;150.1;32.500;27.375;31.158;1007.950;9.0;66673
$;05:22:39;14:14:19;16.06.2022;Y;09;52 15.18197 N;008 34.04464 E;2.316;4.2;318.20;150.6;32.500;27.250;32.173;1008.30;9.0;66673
$;05:22:41;14:14:21;16.06.2022;Y;09;52 15.18308 N;008 34.04318 E;2.224;4.1;321.10;150.4;32.500;27.250;33.173;1007.859;9.0;66673
$;05:22:43;14:14:23;16.06.2022;Y;09;52 15.18422 N;008 34.04159 E;2.551;4.7;319.69;150.2;32.500;27.125;32.921;1007.969;9.0;66673
$;05:22:45;14:14:25;16.06.2022;Y;09;52 15.18520 N;008 34.03971 E;2.536;4.6;317.55;150.1;32.750;27.125;34.134;1007.880;9.0;66673
$;05:22:47;14:14:27;16.06.2022;Y;09;52 15.18606 N;008 34.03822 E;2.544;4.7;313.72;150.8;32.625;27.0;35.461;1007.719;9.0;66673
$;05:22:49;14:14:29;16.06.2022;Y;09;52 15.18693 N;008 34.03698 E;1.742;3.2;321.25;150.7;32.750;27.0;66.170;1007.940;9.0;66673
$;05:22:51;14:14:31;16.06.2022;Y;09;52 15.18798 N;008 34.03592 E;2.420;4.4;323.68;150.3;32.750;26.875;64.606;1007.940;9.0;66673
$;05:22:53;14:14:33;16.06.2022;Y;09;52 15.18883 N;008 34.03464 E;2.346;4.3;327.25;150.2;32.625;26.875;35.42;1007.840;9.0;66673
$;05:22:55;14:14:35;16.06.2022;Y;09;52 15.18968 N;008 34.03339 E;2.149;3.9;319.22;150.6;32.625;27.0;33.318;1007.859;9.0;66673
$;05:22:57;14:14:37;16.06.2022;Y;09;52 15.19052 N;008 34.03251 E;1.649;3.0;325.03;151.1;32.500;26.750;34.149;1007.979;9.0;66673
$;05:22:59;14:14:39;16.06.2022;Y;09;52 15.19147 N;008 34.03124 E;1.976;3.6;310.44;151.5;32.625;26.750;40.627;1007.919;9.0;66673
$;05:23:01;14:14:41;16.06.2022;Y;09;52 15.19215 N;008 34.02929 E;2.215;4.1;290.99;151.9;32.500;26.750;34.477;1007.820;9.0;66673
$;05:23:03;14:14:43;16.06.2022;Y;09;52 15.19280 N;008 34.02781 E;2.882;5.3;303.05;152.6;32.625;26.750;34.493;1007.890;9.0;66673
$;05:23:05;14:14:45;16.06.2022;Y;09;52 15.19335 N;008 34.02624 E;1.669;3.0;309.41;152.2;32.625;26.625;33.905;1007.789;9.0;66673
$;05:23:07;14:14:47;16.06.2022;Y;09;52 15.19402 N;008 34.02517 E;2.055;3.8;324.26;152.7;32.625;26.625;33.897;1007.919;9.0;66673
$;05:23:09;14:14:49;16.06.2022;Y;09;52 15.19497 N;008 34.02440 E;2.006;3.7;339.12;152.7;32.625;26.625;33.539;1007.950;9.0;66673
$;05:23:11;14:14:51;16.06.2022;Y;09;52 15.19577 N;008 34.02310 E;2.643;4.8;311.73;152.6;32.750;26.750;33.241;1008.0;9.0;66673
$;05:23:13;14:14:53;16.06.2022;Y;09;52 15.19682 N;008 34.02103 E;1.392;2.5;305.74;152.7;32.625;26.750;33.35;1007.780;9.0;66673
$;05:23:15;14:14:55;16.06.2022;Y;09;52 15.19678 N;008 34.02112 E;0.393;0.7;;153.1;32.750;26.625;33.608;1007.859;9.0;66673
$;05:23:17;14:14:57;16.06.2022;Y;09;52 15.19683 N;008 34.02129 E;0.543;1.0;;153.0;32.750;26.500;34.195;1007.750;9.0;66673
$;05:23:19;14:14:59;16.06.2022;Y;09;52 15.19679 N;008 34.02124 E;0.016;0.0;;153.3;32.500;26.500;34.515;1007.809;9.0;66673
$;05:23:21;14:15:01;16.06.2022;Y;09;52 15.19666 N;008 34.02130 E;0.401;0.7;;153.7;32.625;26.375;35.522;1007.840;9.0;66673
$;05:23:23;14:15:03;16.06.2022;Y;09;52 15.19678 N;008 34.02114 E;0.207;0.3;;154.1;32.625;26.500;35.690;1007.710;9.0;66673
$;05:23:25;14:15:05;16.06.2022;Y;09;52 15.19676 N;008 34.02099 E;0.217;0.4;;154.2;32.625;26.500;35.378;1007.840;9.0;66673
$;05:23:27;14:15:07;16.06.2022;Y;09;52 15.19731 N;008 34.02114 E;2.102;3.8;9.12;153.8;32.625;26.500;35.912;1007.780;9.0;66673
$;05:23:29;14:15:09;16.06.2022;Y;09;52 15.19834 N;008 34.02209 E;2.569;4.7;33.64;153.8;32.625;26.375;35.736;1007.650;9.0;66673
$;05:23:31;14:15:11;16.06.2022;Y;09;52 15.19930 N;008 34.02345 E;2.206;4.0;35.20;153.8;32.375;26.375;35.866;1007.780;9.0;66673
$;05:23:33;14:15:13;16.06.2022;Y;09;52 15.20029 N;008 34.02483 E;2.499;4.6;42.07;154.0;32.625;26.250;34.935;1007.869;9.0;66673
$;05:23:35;14:15:15;16.06.2022;Y;09;52 15.20137 N;008 34.02662 E;2.880;5.3;43.95;155.4;32.875;26.250;34.576;1007.869;9.0;66673
$;05:23:37;14:15:17;16.06.2022;Y;09;52 15.20280 N;008 34.02794 E;2.806;5.1;30.78;155.1;32.750;26.375;33.966;1007.710;9.0;66673
$;05:23:39;14:15:19;16.06.2022;Y;09;52 15.20382 N;008 34.02925 E;2.593;4.8;39.86;155.1;32.750;26.375;33.249;1007.859;9.0;66673
$;05:23:41;14:15:21;16.06.2022;Y;09;52 15.20483 N;008 34.03105 E;2.823;5.2;42.17;155.4;32.625;26.250;32.440;1007.849;9.0;66673
$;05:23:43;14:15:23;16.06.2022;Y;09;52 15.20561 N;008 34.03239 E;1.604;2.9;44.76;154.9;32.500;26.250;32.66;1007.780;9.0;66673
$;05:23:45;14:15:25;16.06.2022;Y;09;52 15.20662 N;008 34.03387 E;2.322;4.3;40.42;156.2;32.750;26.125;32.692;1007.880;9.0;66673
$;05:23:47;14:15:27;16.06.2022;Y;09;52 15.20804 N;008 34.03504 E;3.248;6.0;24.73;156.5;32.750;26.125;32.425;1007.960;9.0;66673
$;05:23:49;14:15:29;16.06.2022;Y;09;52 15.20958 N;008 34.03620 E;2.952;5.4;24.39;156.2;32.750;26.0;32.326;1007.799;9.0;66673
